# Online radio for lofi.sh: station name, then a tab, then what mpv plays.
Lofi Girl ☕️🎶	https://play.streamafrica.net/lofiradio
White Noise 📖🎶	https://www.youtube.com/watch?v=nMfPqeZjc2c&t=7040s&pp=ygULd2hpdGUgbm9pc2U%3D
Wish 107.5 YT Pinoy HipHop 🎻🎶	https://youtube.com/playlist?list=PLkrzfEDjeYJnmgMYwCKid4XIFqUKBVWEs&si=vahW_noh4UDJ5d37
Wish 107.5 YT Wishclusives ☕️🎶	https://youtube.com/playlist?list=PLkrzfEDjeYJn5B22H9HOWP3Kxxs-DkPSM&si=d_Ld2OKhGvpH48WO
Chillhop ☕️🎶	http://stream.zeno.fm/fyn8eh3h5f8uv
SmoothChill ☕️🎶	https://media-ssl.musicradio.com/SmoothChill
